<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>,is_bullish_marubozu,is_bearish_marubozu,is_morning_star,is_evening_star,is_bullish_engulfing,is_bearish_engulfing,is_hammer,is_hanging_man,is_piercing,is_dark_cloud
2013.10.07,1.35632,1.35903,1.35419,1.35798,36570,0.0,16,False,False,False,False,False,False,False,False,False,False
2013.10.08,1.35799,1.36064,1.35567,1.35724,40983,0.0,17,False,False,False,False,False,False,False,False,False,False
2013.10.09,1.35722,1.36038,1.3485,1.35233,51497,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.10.10,1.35229,1.35457,1.34868,1.35187,43642,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.10.11,1.3519,1.35808,1.35172,1.35427,41571,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.10.14,1.35595,1.35969,1.35446,1.35601,31197,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.10.15,1.35601,1.35702,1.34786,1.35222,50335,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.10.16,1.35223,1.35666,1.3472,1.35328,50149,0.0,17,False,False,False,False,False,False,False,False,False,False
2013.10.17,1.3533,1.3681,1.35148,1.36745,55910,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.10.18,1.36744,1.37032,1.36585,1.36857,41710,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.10.21,1.36825,1.36878,1.36502,1.3679,33397,0.0,17,False,False,False,False,False,False,False,True,False,False
2013.10.22,1.36791,1.37913,1.36616,1.37802,39802,0.0,17,False,False,False,False,False,False,False,False,False,False
2013.10.23,1.37804,1.37921,1.37408,1.37745,47119,0.0,18,False,False,False,False,False,False,False,True,False,False
2013.10.24,1.37746,1.38244,1.37637,1.37999,48602,0.0,16,False,False,False,False,False,False,False,False,False,False
2013.10.25,1.38002,1.38315,1.37738,1.38029,47124,0.0,17,False,False,False,False,False,False,False,False,False,False
2013.10.28,1.38065,1.38167,1.37742,1.37854,36418,0.0,18,False,False,False,False,False,True,False,False,False,False
2013.10.29,1.37856,1.3812,1.37356,1.37458,52410,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.10.30,1.37453,1.37845,1.36948,1.37362,47882,0.0,16,False,False,False,False,False,False,False,False,False,False
2013.10.31,1.3736,1.37378,1.35743,1.35875,59869,0.0,18,False,True,False,False,False,False,False,False,False,False
2013.11.01,1.35871,1.35886,1.34793,1.34858,50778,0.0,17,False,True,False,False,False,False,False,False,False,False
2013.11.04,1.34868,1.35235,1.3441,1.35129,39770,0.0,16,False,False,False,False,False,False,False,False,False,False
2013.11.05,1.35131,1.35215,1.34482,1.34733,44853,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.11.06,1.3473,1.35466,1.34668,1.35116,42851,0.0,17,False,False,False,False,False,False,False,False,True,False
2013.11.07,1.35116,1.35281,1.32941,1.34184,63138,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.11.08,1.34182,1.34372,1.33169,1.33664,55092,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.11.11,1.33557,1.34156,1.33439,1.34061,35853,0.0,18,False,False,False,False,False,False,False,False,True,False
2013.11.12,1.34053,1.34554,1.33584,1.34338,54024,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.11.13,1.34337,1.34944,1.33893,1.34859,53626,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.11.14,1.34857,1.34978,1.34175,1.34582,52813,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.11.15,1.34597,1.35045,1.34313,1.3495,41980,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.11.18,1.34947,1.35409,1.34736,1.35045,43351,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.11.19,1.35045,1.35464,1.34869,1.35374,49218,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.11.20,1.35371,1.35782,1.34144,1.34375,57601,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.11.21,1.34374,1.34855,1.33985,1.34809,55941,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.11.22,1.34809,1.35577,1.34614,1.35577,44348,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.11.25,1.35473,1.35592,1.34894,1.3515,42618,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.11.26,1.35151,1.3574,1.35143,1.35716,46022,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.11.27,1.35717,1.3612,1.35569,1.35784,47748,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.11.28,1.35784,1.36178,1.35626,1.36039,35278,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.11.29,1.36045,1.36208,1.35791,1.35901,46272,0.0,17,False,False,False,False,False,False,False,False,False,True
2013.12.02,1.35856,1.3615,1.35252,1.35407,49993,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.12.03,1.35407,1.36128,1.35235,1.35887,50827,0.0,19,False,False,False,False,False,False,False,False,False,False
2013.12.04,1.35891,1.36044,1.35275,1.35923,57464,0.0,17,False,False,False,False,False,False,False,False,False,False
2013.12.05,1.3592,1.36765,1.35425,1.36666,64770,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.12.06,1.36659,1.37054,1.36185,1.37048,51402,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.12.09,1.3713,1.37448,1.36934,1.37382,40245,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.12.10,1.37376,1.3794,1.37334,1.37601,44822,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.12.11,1.37599,1.38099,1.37399,1.37852,46311,0.0,16,False,False,False,False,False,False,False,False,False,False
2013.12.12,1.37852,1.38023,1.37368,1.37521,54508,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.12.13,1.37521,1.37683,1.37087,1.37405,45550,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.12.16,1.3727,1.37979,1.37266,1.37593,44359,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.12.17,1.37592,1.37814,1.37223,1.37669,45514,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.12.18,1.37669,1.38098,1.3673,1.36825,57368,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.12.19,1.36828,1.3693,1.36485,1.36601,54137,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.12.20,1.36601,1.37085,1.36244,1.36724,51448,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.12.23,1.36709,1.37159,1.36666,1.3695,35742,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.12.24,1.36953,1.37131,1.36541,1.36727,23541,0.0,17,False,False,False,False,False,False,False,False,False,True
2013.12.26,1.36741,1.37012,1.36738,1.36897,18456,0.0,19,False,False,False,False,False,False,False,False,False,False
2013.12.27,1.36897,1.38919,1.36861,1.37479,49456,0.0,19,False,False,False,False,False,False,False,False,False,False
2013.12.30,1.37553,1.38182,1.37274,1.38011,39535,0.0,18,False,False,False,False,False,False,False,False,False,False
2013.12.31,1.37963,1.38117,1.37589,1.37772,27547,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.01.02,1.37554,1.37742,1.36287,1.36704,54472,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.01.03,1.36703,1.36715,1.35814,1.35878,48823,0.0,18,False,True,False,False,False,False,False,False,False,False
2014.01.06,1.3592,1.36524,1.35705,1.36269,50756,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.01.07,1.36268,1.36555,1.35959,1.36139,49325,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.01.08,1.36141,1.36342,1.35524,1.35744,53514,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.01.09,1.35743,1.36323,1.35475,1.36065,53914,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.01.10,1.36068,1.36863,1.35719,1.36681,48955,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.01.13,1.3677,1.36838,1.36366,1.36701,47655,0.0,19,False,False,False,False,False,False,False,True,False,False
2014.01.14,1.36699,1.36985,1.36484,1.36779,47482,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.01.15,1.36778,1.36798,1.35804,1.3604,47090,0.0,19,False,False,False,False,False,False,False,False,False,False
2014.01.16,1.36039,1.36488,1.35823,1.36185,48105,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.01.17,1.36187,1.36202,1.35162,1.35404,44857,0.0,19,False,False,False,False,False,False,False,False,False,False
2014.01.20,1.35355,1.3567,1.35067,1.35505,35104,0.0,16,False,False,False,False,False,False,False,False,False,False
2014.01.21,1.35504,1.3568,1.35155,1.35597,47546,0.0,19,False,False,False,False,False,False,False,False,False,False
2014.01.22,1.35598,1.35829,1.35338,1.35462,44983,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.01.23,1.35461,1.36974,1.35294,1.36947,61213,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.01.24,1.36949,1.37384,1.36618,1.36763,61822,0.0,19,False,False,False,False,False,False,False,False,False,False
2014.01.27,1.36767,1.37157,1.36523,1.36719,53406,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.01.28,1.36718,1.36875,1.36282,1.36694,46716,0.0,18,False,False,False,False,False,False,False,True,False,False
2014.01.29,1.36693,1.36839,1.36022,1.36622,64189,0.0,17,False,False,False,False,False,False,False,True,False,False
2014.01.30,1.36608,1.36645,1.35425,1.35527,59371,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.01.31,1.35531,1.35727,1.34784,1.34844,64114,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.02.03,1.34821,1.35346,1.34761,1.35241,55235,0.0,18,False,False,False,False,False,False,False,False,True,False
2014.02.04,1.3524,1.35378,1.34926,1.35167,49525,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.02.05,1.35166,1.35543,1.34979,1.35321,45560,0.0,17,False,False,False,False,True,False,False,False,False,False
2014.02.06,1.35317,1.3618,1.34818,1.35883,44669,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.02.07,1.35886,1.36419,1.35511,1.3634,40241,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.02.10,1.36143,1.36507,1.36141,1.36439,31695,0.0,16,False,False,False,False,False,False,False,False,False,False
2014.02.11,1.36438,1.36823,1.36285,1.36371,43274,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.02.12,1.3637,1.36519,1.35613,1.35922,47479,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.02.13,1.35921,1.36912,1.35843,1.36785,49835,0.0,18,False,False,False,False,True,False,False,False,False,False
2014.02.14,1.36786,1.37139,1.36728,1.36918,41932,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.02.17,1.37079,1.37234,1.36913,1.37053,29315,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.02.18,1.37054,1.37694,1.36937,1.3757,37767,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.02.19,1.37569,1.37724,1.37234,1.37319,33811,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.02.20,1.37318,1.37616,1.36849,1.37174,42968,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.02.21,1.37172,1.37577,1.37011,1.37383,35022,0.0,19,False,False,False,False,False,False,False,False,False,False
2014.02.24,1.37332,1.37706,1.37075,1.37338,37277,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.02.25,1.37336,1.37662,1.37145,1.3744,40612,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.02.26,1.37439,1.37564,1.36608,1.3685,44451,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.02.27,1.36849,1.3726,1.36424,1.3709,45179,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.02.28,1.37089,1.38233,1.36933,1.38013,53355,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.03.03,1.37582,1.37918,1.37254,1.37331,46272,0.0,19,False,False,False,False,False,False,False,False,False,False
2014.03.04,1.37332,1.37806,1.37199,1.37423,41460,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.03.05,1.37423,1.37484,1.37065,1.3732,39935,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.03.06,1.37322,1.3872,1.37204,1.38598,48656,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.03.07,1.38598,1.39142,1.38513,1.38749,44098,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.03.10,1.38708,1.3897,1.38607,1.38773,33304,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.03.11,1.38776,1.38778,1.38329,1.38575,35814,0.0,18,False,False,False,False,False,True,False,False,False,False
2014.03.12,1.38577,1.39135,1.38427,1.39009,39440,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.03.13,1.39009,1.3966,1.38447,1.38713,53473,0.0,19,False,False,False,False,False,False,False,False,False,False
2014.03.14,1.38718,1.39367,1.38467,1.39113,48764,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.03.17,1.39106,1.39468,1.38783,1.39198,37172,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.03.18,1.392,1.39419,1.38792,1.39331,42575,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.03.19,1.3933,1.39331,1.38089,1.38158,41586,0.0,16,False,True,False,False,False,False,False,False,False,False
2014.03.20,1.38158,1.3844,1.37484,1.37789,42451,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.03.21,1.3779,1.38099,1.37648,1.37911,31002,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.03.24,1.37992,1.3875,1.37595,1.38374,35980,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.03.25,1.38375,1.38463,1.37483,1.38252,45502,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.03.26,1.38251,1.38268,1.37756,1.37842,37615,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.03.27,1.37841,1.3796,1.37278,1.37403,42297,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.03.28,1.37402,1.37721,1.3704,1.37509,36487,0.0,18,False,False,False,False,False,False,True,False,False,False
2014.03.31,1.37613,1.38078,1.37207,1.37686,41804,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.04.01,1.37677,1.38145,1.37671,1.37915,33134,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.04.02,1.37914,1.38195,1.37524,1.37658,32798,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.04.03,1.37659,1.38058,1.36974,1.37191,43357,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.04.04,1.37188,1.37304,1.36719,1.37028,41776,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.04.07,1.36965,1.37478,1.36946,1.37405,28796,0.0,17,False,False,False,False,True,False,False,False,False,False
2014.04.08,1.37405,1.38107,1.37365,1.3796,37209,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.04.09,1.3796,1.38613,1.3779,1.38543,38549,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.04.10,1.38542,1.38983,1.38351,1.38851,38505,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.04.11,1.38852,1.39049,1.38626,1.38839,36129,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.04.14,1.38423,1.38621,1.38074,1.38196,38111,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.04.15,1.38197,1.38325,1.37891,1.38135,33962,0.0,18,False,False,False,False,False,False,False,True,False,False
2014.04.16,1.38135,1.38501,1.38029,1.38145,34724,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.04.17,1.38145,1.38636,1.38102,1.38125,30718,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.04.18,1.38126,1.38215,1.3806,1.38091,12093,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.04.21,1.38079,1.38295,1.37863,1.37915,15687,0.0,16,False,False,False,False,False,False,False,False,False,False
2014.04.22,1.37911,1.3824,1.37842,1.3804,27383,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.04.23,1.3804,1.38539,1.37994,1.38153,34198,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.04.24,1.38155,1.38421,1.37906,1.38299,33490,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.04.25,1.383,1.38475,1.3826,1.38332,26736,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.04.28,1.38441,1.38786,1.38138,1.38496,33854,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.04.29,1.38494,1.38783,1.38047,1.38109,34668,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.04.30,1.3811,1.38756,1.37729,1.38655,42015,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.05.01,1.38654,1.38883,1.3862,1.38681,21174,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.05.02,1.38679,1.38809,1.38114,1.38688,33264,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.05.05,1.3884,1.38853,1.38637,1.38742,21929,0.0,14,False,False,False,False,False,False,False,False,False,False
2014.05.06,1.38741,1.39504,1.38713,1.39265,31317,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.05.07,1.39263,1.39377,1.39091,1.39091,32297,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.05.08,1.3909,1.39928,1.38324,1.38387,40527,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.05.09,1.38388,1.38435,1.37446,1.37575,35162,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.05.12,1.37511,1.3774,1.37485,1.37561,26985,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.05.13,1.37563,1.37707,1.36883,1.37021,41109,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.05.14,1.37021,1.37299,1.36971,1.37136,34589,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.05.15,1.37137,1.37314,1.36476,1.37082,42889,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.05.16,1.3708,1.37263,1.36846,1.36932,30451,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.05.19,1.36915,1.37333,1.36914,1.37079,30634,0.0,18,False,False,False,False,False,False,False,False,True,False
2014.05.20,1.37078,1.37128,1.36771,1.37001,31143,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.05.21,1.37003,1.37225,1.36336,1.36858,40164,0.0,19,False,False,False,False,False,False,False,False,False,False
2014.05.22,1.36857,1.36868,1.36444,1.36547,37721,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.05.23,1.36548,1.3658,1.36148,1.363,36611,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.05.26,1.36214,1.36535,1.36128,1.36446,22759,0.0,18,False,False,False,False,False,False,False,False,True,False
2014.05.27,1.36449,1.36673,1.36118,1.36326,36204,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.05.28,1.36328,1.36369,1.35877,1.35898,37478,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.05.29,1.35897,1.36248,1.35853,1.36006,35259,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.05.30,1.36005,1.36495,1.35976,1.36332,38288,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.06.02,1.36352,1.36361,1.35874,1.35956,37553,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.06.03,1.35955,1.36469,1.35856,1.36264,39728,0.0,17,False,False,False,False,False,False,False,False,True,False
2014.06.04,1.36257,1.36383,1.35956,1.35976,42633,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.06.05,1.35974,1.3669,1.35022,1.36592,63414,0.0,15,False,False,False,False,True,False,False,False,False,False
2014.06.06,1.36593,1.36762,1.36202,1.36424,45859,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.06.09,1.36419,1.36678,1.35817,1.35928,35707,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.06.10,1.35928,1.3601,1.35326,1.35466,41331,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.06.11,1.35465,1.35562,1.35207,1.35302,39150,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.06.12,1.35303,1.35712,1.35114,1.35509,45394,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.06.13,1.35509,1.35781,1.35201,1.3541,42819,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.06.16,1.35397,1.35786,1.35122,1.35723,38627,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.06.17,1.35722,1.35863,1.35355,1.35453,37431,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.06.18,1.35458,1.35982,1.35409,1.35944,39430,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.06.19,1.35945,1.36425,1.35833,1.36069,40848,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.06.20,1.3607,1.36331,1.35635,1.3599,33054,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.06.23,1.35879,1.36125,1.35732,1.36034,31547,0.0,17,False,False,False,False,False,False,False,False,True,False
2014.06.24,1.36035,1.36268,1.35825,1.36047,34931,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.06.25,1.36047,1.36503,1.35996,1.36276,32403,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.06.26,1.36275,1.36405,1.3575,1.36103,35636,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.06.27,1.36105,1.36496,1.36085,1.36486,32961,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.06.30,1.36422,1.36968,1.36394,1.36912,33912,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.07.01,1.3691,1.36994,1.36746,1.36778,32856,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.07.02,1.36781,1.36815,1.36399,1.36581,32365,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.07.03,1.36584,1.36635,1.35947,1.3609,36304,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.07.04,1.36092,1.36103,1.35846,1.35941,22809,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.07.07,1.35938,1.36082,1.35751,1.36034,27851,0.0,17,False,False,False,False,False,False,False,False,True,False
2014.07.08,1.36035,1.36165,1.35871,1.36103,29174,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.07.09,1.36109,1.36473,1.36014,1.364,35640,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.07.10,1.36397,1.36499,1.35883,1.36073,37914,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.07.11,1.36072,1.36239,1.35912,1.36063,33065,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.07.14,1.3598,1.36394,1.35966,1.36176,33758,0.0,17,False,False,False,False,True,False,False,False,False,False
2014.07.15,1.36174,1.36271,1.3561,1.35666,45725,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.07.16,1.35664,1.35711,1.352,1.35239,39371,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.07.17,1.35239,1.35394,1.35157,1.35254,40598,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.07.18,1.3525,1.3535,1.34901,1.35234,43312,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.07.21,1.35271,1.35481,1.35121,1.35225,31132,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.07.22,1.35223,1.35287,1.34578,1.34644,35875,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.07.23,1.34642,1.34732,1.34542,1.34619,28478,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.07.24,1.3462,1.34839,1.3437,1.3462,30468,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.07.25,1.34622,1.34747,1.34206,1.3429,34421,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.07.28,1.34294,1.3443,1.3426,1.34386,36045,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.07.29,1.34387,1.34435,1.34034,1.34076,51542,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.07.30,1.34073,1.34145,1.3366,1.33954,76440,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.07.31,1.33953,1.33996,1.33706,1.33892,59343,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.08.01,1.33895,1.34438,1.33777,1.34281,75965,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.08.04,1.34291,1.34316,1.34086,1.34205,48007,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.08.05,1.34206,1.34239,1.33574,1.33751,52886,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.08.06,1.33749,1.3386,1.33321,1.33815,56899,0.0,17,False,False,False,False,False,False,True,False,False,False
2014.08.07,1.33814,1.33928,1.33363,1.33623,55259,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.08.08,1.33619,1.34319,1.33423,1.34085,62090,0.0,17,False,False,False,False,True,False,False,False,False,False
2014.08.11,1.34095,1.34098,1.33796,1.33839,33989,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.08.12,1.3384,1.33852,1.33352,1.3368,41186,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.08.13,1.33683,1.34144,1.33414,1.3363,51292,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.08.14,1.3363,1.34068,1.33472,1.33638,50296,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.08.15,1.33636,1.34109,1.33578,1.33989,54271,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.08.18,1.33919,1.33983,1.33521,1.33624,38721,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.08.19,1.33624,1.33631,1.33123,1.33189,48053,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.08.20,1.3319,1.33235,1.32546,1.32579,58858,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.08.21,1.32581,1.32876,1.32409,1.32796,49236,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.08.22,1.32798,1.32958,1.32198,1.32411,59632,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.08.25,1.3195,1.32095,1.31828,1.31912,41470,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.08.26,1.31909,1.32139,1.31637,1.31661,54042,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.08.27,1.31661,1.32091,1.31518,1.31917,59587,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.08.28,1.31918,1.32199,1.31587,1.3181,60284,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.08.29,1.31811,1.31953,1.31308,1.31311,55718,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.09.01,1.31272,1.31446,1.31181,1.3127,32649,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.09.02,1.31272,1.31359,1.31092,1.3132,51350,0.0,17,False,False,False,False,False,False,True,False,False,False
2014.09.03,1.3132,1.31591,1.31211,1.3149,59307,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.09.04,1.31488,1.31531,1.29193,1.29425,85784,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.09.05,1.29427,1.29871,1.29211,1.29502,76298,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.09.08,1.29556,1.29582,1.28805,1.28939,84864,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.09.09,1.28937,1.29565,1.28585,1.29359,102985,0.0,17,False,False,False,False,False,False,False,False,True,False
2014.09.10,1.2937,1.2962,1.28829,1.29159,112410,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.09.11,1.29157,1.2951,1.28962,1.29228,97899,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.09.12,1.29229,1.29783,1.29079,1.29622,97983,0.0,17,False,False,False,False,False,False,False,False,False,False
2014.09.15,1.29722,1.29722,1.29077,1.29389,74797,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.09.16,1.29388,1.29941,1.29214,1.29586,92854,0.0,18,False,False,False,False,False,False,False,False,True,False
2014.09.17,1.29585,1.29804,1.28512,1.28637,96860,0.0,18,False,False,False,False,False,False,False,False,False,False
2014.09.18,1.28639,1.29295,1.28337,1.29209,94053,0.0,18,False,False,False,False,False,False,False,False,False,False
